10,1,2.0188642823991594
10,2,0.6395097554913228
10,3,0.5657706053405844
10,4,0.5593608895185129
10,5,0.5587584809678681
10,6,0.5614660358481984
10,7,0.5613970199262585
10,8,0.5572999215355201
10,9,0.5535025255521631
10,10,0.5554894267527528
10,1,2.0188642823991594
10,2,0.6395097554913228
10,3,0.5657706053405844
10,4,0.5593608895185129
10,5,0.5587584809678681
10,6,0.5614660358481984
10,7,0.5613970199262585
10,8,0.5572999215355201
10,9,0.5535025255521631
10,10,0.5554894267527528
