20,1,34.281332981175396
20,2,10.501595161370927
20,3,9.057394199268852
20,4,8.763859481072569
20,5,8.619639978061818
20,6,8.550367686663531
20,7,8.511463960424239
20,8,8.486142975298078
20,9,8.466587476994032
20,10,8.449498640265894
30,1,33.20204685861104
30,2,10.14294081609874
30,3,9.037966308699685
30,4,8.683079746188891
30,5,8.519317094149327
30,6,8.414348518047483
30,7,8.34422410403232
30,8,8.294436303960602
30,9,8.25737551292176
30,10,8.229642303795467
40,1,33.134127373182245
40,2,9.757635681084942
40,3,8.657547019252291
40,4,8.31185815954443
40,5,8.153116902371863
40,6,8.065065198229773
40,7,8.009990633084119
40,8,7.972718699083521
40,9,7.946907153323068
40,10,7.928138120899373
50,1,32.60746328432912
50,2,10.183581075254828
50,3,8.335402932510636
50,4,8.091807186819237
50,5,7.991845748436792
50,6,7.927803694137089
50,7,7.883409259517281
50,8,7.851918119378522
50,9,7.828840394048259
50,10,7.81118501287792
60,1,31.755447140255775
60,2,11.705296350715317
60,3,8.983215999345875
60,4,8.442963593926695
60,5,8.12187985349553
60,6,7.943640337635513
60,7,7.851169978677431
60,8,7.795896658323124
60,9,7.757676890154053
60,10,7.729195720040199
70,1,31.555650300470322
70,2,11.507020530351795
70,3,8.790055361044486
70,4,8.240470177955919
70,5,7.98738390632459
70,6,7.859189151687719
70,7,7.784255402884634
70,8,7.730381653438202
70,9,7.6881699676465
70,10,7.653859032323499
80,1,31.54585924226348
80,2,11.449976421721056
80,3,8.7203428580726
80,4,8.15368202395462
80,5,7.882211937500695
80,6,7.756496925923092
80,7,7.68566677643073
80,8,7.640546928546002
80,9,7.609017553933077
80,10,7.585091153895872
90,1,31.445710985394545
90,2,11.244645935950912
90,3,8.546245846039612
90,4,8.008872465240222
90,5,7.7769900150851585
90,6,7.672576766145468
90,7,7.613197803630773
90,8,7.5731394877933464
90,9,7.542929898497528
90,10,7.5186245865768795
100,1,31.445112693542846
100,2,11.201007247280721
100,3,8.482758239426595
100,4,7.951146362779914
100,5,7.721880689764442
100,6,7.6157907978191695
100,7,7.556240453650363
100,8,7.517382611464833
100,9,7.488804810580324
100,10,7.465899732489391
200,1,31.338594998877806
200,2,10.06253393152502
200,3,7.6404213662638165
200,4,7.39745771125384
200,5,7.302914184991962
200,6,7.246579417233287
200,7,7.20495618990121
200,8,7.1707517611499325
200,9,7.1408351862953445
200,10,7.1131158734062
300,1,31.1277319987549
300,2,9.638564919761661
300,3,7.447900436836239
300,4,7.1965568190552
300,5,7.1057684016571665
300,6,7.049364449406265
300,7,7.0061801643847605
300,8,6.971565784486542
300,9,6.943574446952889
300,10,6.9201030639148
400,1,31.019532189801797
400,2,9.187261443493256
400,3,7.293237236252123
400,4,7.093525158637035
400,5,7.002776053337188
400,6,6.9426864261614325
400,7,6.89760177851065
400,8,6.8615834171101
400,9,6.831195135720503
400,10,6.804474169257958
500,1,30.96030755414431
500,2,7.9037637378139465
500,3,7.215656524821791
500,4,7.046592683972786
500,5,6.952212415669301
500,6,6.887837034734712
500,7,6.840069299673107
500,8,6.8004603599157285
500,9,6.764727170248655
500,10,6.731988338694716
600,1,30.82298084036104
600,2,7.77129550669975
600,3,7.063730965848796
600,4,6.876723617552014
600,5,6.785967553035601
600,6,6.732158974360749
600,7,6.695009980633022
600,8,6.666880021186619
600,9,6.644192003066072
600,10,6.624992017579877
700,1,30.05309532550085
700,2,8.941336125428403
700,3,7.350346878115858
700,4,7.093618395442209
700,5,6.976094781304798
700,6,6.900656069007487
700,7,6.841959301116815
700,8,6.792692128975636
700,9,6.753731716849811
700,10,6.721958994024927
800,1,29.9433741611274
800,2,8.933045789791521
800,3,7.3239960323816895
800,4,7.056952889805136
800,5,6.934609417290299
800,6,6.858608244873221
800,7,6.8007493349979855
800,8,6.752400250795202
800,9,6.713633548996974
800,10,6.680471769635821
900,1,29.90656069578287
900,2,7.939595238277248
900,3,7.113137723903061
900,4,6.924792609964838
900,5,6.830322988383424
900,6,6.765621864980952
900,7,6.714435809277595
900,8,6.674478844489037
900,9,6.641720928846631
900,10,6.61333028551245
1000,1,29.779693045529463
1000,2,7.883026251455682
1000,3,7.071967240947677
1000,4,6.889961042854833
1000,5,6.794124562333068
1000,6,6.726274764124233
1000,7,6.670489518662963
1000,8,6.626852789743928
1000,9,6.591646758549501
1000,10,6.56203363682336
2000,1,29.300194151832162
2000,2,7.638700519347794
2000,3,6.825073429343276
2000,4,6.641712921908542
2000,5,6.549577707938621
2000,6,6.487530836887901
2000,7,6.4406696267323245
2000,8,6.40295219402885
2000,9,6.371521619731924
2000,10,6.345135901377194
